AirCode,AirName,City,State,fare14,fuel14,fare15,fuel15,fare16,fuel16,fare17,fuel17,fare18,fuel18,fare19,fuel19,fare20,fuel20,fare21,fuel21
PSC,Tri Cities,Pasco/Kennewick/Richland,WA,518.36,2.788083333,512.65,1.626916667,476.52,1.315333333,497.93,1.633583333,509.05,2.115166667,481.63,1.969416667,411.29,1.217833333,404.77,1.925
FWA,Fort Wayne International,Fort Wayne,IN,485.71,2.788083333,490.74,1.626916667,488.85,1.315333333,531.79,1.633583333,525.14,2.115166667,490.15,1.969416667,349.51,1.217833333,371.84,1.925
SBN,South Bend International,South Bend,IN,465.17,2.788083333,448.78,1.626916667,425.11,1.315333333,502.64,1.633583333,480.36,2.115166667,453.52,1.969416667,339.28,1.217833333,370.61,1.925
TTN,Trenton Mercer,Trenton,NJ,254.65,2.788083333,212.69,1.626916667,174.61,1.315333333,199.17,1.633583333,160.23,2.115166667,152.43,1.969416667,140.93,1.217833333,126.07,1.925
STT,Cyril E King,Charlotte Amalie,VI,501.52,2.788083333,543.41,1.626916667,457.22,1.315333333,484.66,1.633583333,443.93,2.115166667,414.52,1.969416667,381.68,1.217833333,333.51,1.925
MSO,Missoula Montana,Missoula,MT,525.48,2.788083333,544.27,1.626916667,502.41,1.315333333,516,1.633583333,495.36,2.115166667,471.31,1.969416667,401.32,1.217833333,424.75,1.925
TLH,Tallahassee International,Tallahassee,FL,692.18,2.788083333,719.9,1.626916667,674.46,1.315333333,700.4,1.633583333,653.97,2.115166667,612.33,1.969416667,468.83,1.217833333,481.81,1.925
FNT,Bishop International,Flint,MI,482.84,2.788083333,497.32,1.626916667,456.75,1.315333333,448.13,1.633583333,420.3,2.115166667,407.96,1.969416667,285.79,1.217833333,272.6,1.925
BLI,Bellingham International,Bellingham,WA,265.42,2.788083333,270.89,1.626916667,261.08,1.315333333,305.37,1.633583333,314.35,2.115166667,299.35,1.969416667,266.73,1.217833333,297.88,1.925
BIL,Billings Logan International,Billings,MT,574.61,2.788083333,571.12,1.626916667,534.52,1.315333333,570.45,1.633583333,553.78,2.115166667,515.66,1.969416667,409.05,1.217833333,424.78,1.925
BQN,Rafael Hernandez,Aguadilla,PR,332.85,2.788083333,352.77,1.626916667,286.71,1.315333333,282.2,1.633583333,251.6,2.115166667,249.32,1.969416667,221.44,1.217833333,241.35,1.925
PIA,General Downing - Peoria International,Peoria,IL,432.4,2.788083333,418.26,1.626916667,383.71,1.315333333,432.57,1.633583333,425.72,2.115166667,414.6,1.969416667,316.66,1.217833333,314.94,1.925
AMA,Rick Husband Amarillo International,Amarillo,TX,546.65,2.788083333,544.8,1.626916667,538.74,1.315333333,525.15,1.633583333,510.07,2.115166667,508.42,1.969416667,379.2,1.217833333,387.42,1.925
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,616.58,2.788083333,618.84,1.626916667,595.42,1.315333333,575.88,1.633583333,583.14,2.115166667,560.98,1.969416667,446.39,1.217833333,451.4,1.925
BGR,Bangor International,Bangor,ME,528.71,2.788083333,532.71,1.626916667,470.87,1.315333333,499.98,1.633583333,478.22,2.115166667,480.27,1.969416667,379.27,1.217833333,371.46,1.925
FCA,Glacier Park International,Kalispell,MT,557.12,2.788083333,567.61,1.626916667,547.5,1.315333333,550.33,1.633583333,530.4,2.115166667,493.62,1.969416667,408.59,1.217833333,416.66,1.925
CAK,Akron-Canton Regional,Akron,OH,446.3,2.788083333,411.46,1.626916667,404.53,1.315333333,389.28,1.633583333,443.58,2.115166667,423.6,1.969416667,369.87,1.217833333,342.19,1.925
GRB,Green Bay Austin Straubel International,Green Bay,WI,735.9,2.788083333,772.27,1.626916667,747.66,1.315333333,738.16,1.633583333,658.46,2.115166667,592.68,1.969416667,469.48,1.217833333,452.83,1.925
MLI,Quad Cities International,Moline,IL,486.76,2.788083333,493.57,1.626916667,461.38,1.315333333,503.78,1.633583333,473.34,2.115166667,467.08,1.969416667,368.35,1.217833333,372.25,1.925
CRP,Corpus Christi International,Corpus Christi,TX,561.82,2.788083333,568.83,1.626916667,558.85,1.315333333,552.68,1.633583333,538.63,2.115166667,330.74,1.969416667,321.18,1.217833333,338.69,1.925
IDA,Idaho Falls Regional,Idaho Falls,ID,559.18,2.788083333,632.23,1.626916667,626.09,1.315333333,634.78,1.633583333,593.87,2.115166667,563.08,1.969416667,420.06,1.217833333,447.34,1.925
ROA,Roanoke Blacksburg Regional,Roanoke,VA,646.37,2.788083333,666.07,1.626916667,619.64,1.315333333,639.26,1.633583333,605.09,2.115166667,579.93,1.969416667,464.43,1.217833333,403.8,1.925
STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,362.9,2.788083333,377.49,1.626916667,353.93,1.315333333,366.82,1.633583333,358.71,2.115166667,544.33,1.969416667,441.07,1.217833333,470.75,1.925
EYW,Key West International,Key West,FL,567.04,2.788083333,628.71,1.626916667,588.48,1.315333333,552.88,1.633583333,522.62,2.115166667,385.56,1.969416667,352.73,1.217833333,356.76,1.925
RAP,Rapid City Regional,Rapid City,SD,588.24,2.788083333,610.58,1.626916667,572.88,1.315333333,599.97,1.633583333,588.19,2.115166667,514.84,1.969416667,414.09,1.217833333,370.77,1.925
AGS,Augusta Regional at Bush Field,Augusta,GA,588.79,2.788083333,566.64,1.626916667,557.03,1.315333333,541.01,1.633583333,542.19,2.115166667,527.7,1.969416667,411.4,1.217833333,435.89,1.925
GNV,Gainesville Regional,Gainesville,FL,596.76,2.788083333,589.63,1.626916667,593.58,1.315333333,581.82,1.633583333,561.55,2.115166667,529.11,1.969416667,416.94,1.217833333,444.97,1.925
SHV,Shreveport Regional,Shreveport,LA,589.32,2.788083333,608.86,1.626916667,616.76,1.315333333,649.68,1.633583333,624.9,2.115166667,535.8,1.969416667,420.66,1.217833333,439.23,1.925
CHO,Charlottesville Albemarle,Charlottesville,VA,607.35,2.788083333,567.98,1.626916667,539.63,1.315333333,522.42,1.633583333,515.62,2.115166667,576.43,1.969416667,454.91,1.217833333,478.92,1.925
BIS,Bismarck Municipal,Bismarck/Mandan,ND,536.78,2.788083333,521.9,1.626916667,497.4,1.315333333,521.56,1.633583333,537.94,2.115166667,500.94,1.969416667,427.61,1.217833333,433.03,1.925
SBP,San Luis County Regional,San Luis Obispo,CA,622.75,2.788083333,709.2,1.626916667,658,1.315333333,633.45,1.633583333,628.24,2.115166667,506.55,1.969416667,398.1,1.217833333,426.81,1.925
TVC,Cherry Capital,Traverse City,MI,736.59,2.788083333,717.89,1.626916667,655.42,1.315333333,673.01,1.633583333,676.08,2.115166667,586.45,1.969416667,444.7,1.217833333,518.26,1.925
DAB,Daytona Beach International,Daytona Beach,FL,505.01,2.788083333,498.3,1.626916667,459.81,1.315333333,457.02,1.633583333,459.1,2.115166667,592.09,1.969416667,407.96,1.217833333,426.58,1.925
MOB,Mobile Regional,Mobile,AL,719.02,2.788083333,719.18,1.626916667,665.28,1.315333333,690.29,1.633583333,674.01,2.115166667,491.92,1.969416667,402.14,1.217833333,408.4,1.925
JNU,Juneau International,Juneau,AK,588.68,2.788083333,525.97,1.626916667,484.44,1.315333333,505.02,1.633583333,516,2.115166667,583.95,1.969416667,455.46,1.217833333,465.01,1.925
LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,666.28,2.788083333,667.96,1.626916667,673.55,1.315333333,691.53,1.633583333,658.53,2.115166667,500.67,1.969416667,455.43,1.217833333,464.28,1.925
GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,615.71,2.788083333,604.95,1.626916667,580.65,1.315333333,554.45,1.633583333,550.63,2.115166667,566.58,1.969416667,467.41,1.217833333,460.82,1.925
BLV,Scott AFB MidAmerica St Louis,Belleville,IL,132.77,2.788083333,118.8,1.626916667,110.57,1.315333333,164.36,1.633583333,173.98,2.115166667,524.09,1.969416667,412.34,1.217833333,440.78,1.925
AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,576.73,2.788083333,549.96,1.626916667,484.38,1.315333333,483.76,1.633583333,498.98,2.115166667,184.99,1.969416667,141.01,1.217833333,150.83,1.925
JAC,Jackson Hole,Jackson,WY,777.56,2.788083333,818.34,1.626916667,790.72,1.315333333,824.63,1.633583333,741.45,2.115166667,483.68,1.969416667,420.12,1.217833333,462.06,1.925
GJT,Grand Junction Regional,Grand Junction,CO,619.85,2.788083333,631.11,1.626916667,607.65,1.315333333,600.62,1.633583333,586.27,2.115166667,649.44,1.969416667,525.62,1.217833333,472.89,1.925
BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,504,2.788083333,496.83,1.626916667,473.42,1.315333333,512.34,1.633583333,462.4,2.115166667,548.95,1.969416667,416.89,1.217833333,434.76,1.925
PVU,Provo Municipal,Provo,UT,104.38,2.788083333,115.81,1.626916667,105.52,1.315333333,132.32,1.633583333,144.19,2.115166667,418.06,1.969416667,341.49,1.217833333,358.42,1.925
LCK,Rickenbacker International,Columbus,OH,115.95,2.788083333,112.3,1.626916667,110.84,1.315333333,152.39,1.633583333,156.95,2.115166667,134.02,1.969416667,123.89,1.217833333,123.07,1.925
MLB,Melbourne Orlando International,Melbourne,FL,521.44,2.788083333,501.42,1.626916667,502.06,1.315333333,493.29,1.633583333,495.9,2.115166667,170,1.969416667,134.95,1.217833333,143.86,1.925
MRY,Monterey Regional,Monterey,CA,513.6,2.788083333,519.17,1.626916667,482.04,1.315333333,453.89,1.633583333,485.84,2.115166667,518.31,1.969416667,415.54,1.217833333,418.97,1.925
TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,607.82,2.788083333,607.55,1.626916667,625.98,1.315333333,688.16,1.633583333,659.16,2.115166667,484.09,1.969416667,411.61,1.217833333,431.38,1.925
FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,597.58,2.788083333,588.93,1.626916667,554.42,1.315333333,533.62,1.633583333,528.97,2.115166667,610.3,1.969416667,471.29,1.217833333,507.56,1.925
CRW,West Virginia International Yeager,Charleston/Dunbar,WV,665.97,2.788083333,702.59,1.626916667,672.53,1.315333333,687.77,1.633583333,658.03,2.115166667,543.2,1.969416667,423.65,1.217833333,435.94,1.925
EVV,Evansville Regional,Evansville,IN,669.34,2.788083333,650.47,1.626916667,625.19,1.315333333,608.33,1.633583333,571.13,2.115166667,595.78,1.969416667,473.85,1.217833333,490.36,1.925
RFD,Chicago/Rockford International,Rockford,IL,167.99,2.788083333,151.85,1.626916667,140.29,1.315333333,206.42,1.633583333,228.81,2.115166667,528.67,1.969416667,407.86,1.217833333,428.73,1.925
ASE,Aspen Pitkin County Sardy Field,Aspen,CO,882.8,2.788083333,867.21,1.626916667,839.99,1.315333333,871.01,1.633583333,744.28,2.115166667,225.92,1.969416667,165.65,1.217833333,178.3,1.925
LBE,Arnold Palmer Regional,Latrobe,PA,209.84,2.788083333,185.77,1.626916667,162.57,1.315333333,147.64,1.633583333,128.71,2.115166667,694.19,1.969416667,587.52,1.217833333,652.56,1.925
MTJ,Montrose Regional,Montrose/Delta,CO,688.64,2.788083333,667.13,1.626916667,658.88,1.315333333,715.84,1.633583333,676.34,2.115166667,143.3,1.969416667,126.66,1.217833333,118.66,1.925
BFL,Meadows Field,Bakersfield,CA,676.86,2.788083333,727.19,1.626916667,719.07,1.315333333,727.14,1.633583333,708.85,2.115166667,593.09,1.969416667,465.64,1.217833333,403.43,1.925
DRO,Durango La Plata County,Durango,CO,625.75,2.788083333,687.6,1.626916667,668.5,1.315333333,699.34,1.633583333,683.43,2.115166667,614.89,1.969416667,453.75,1.217833333,473.26,1.925
OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,584.31,2.788083333,574.3,1.626916667,529.68,1.315333333,519.74,1.633583333,516.65,2.115166667,673.43,1.969416667,512.32,1.217833333,498.08,1.925
MOT,Minot International,Minot,ND,571.95,2.788083333,548.41,1.626916667,534.56,1.315333333,586.8,1.633583333,586.44,2.115166667,494,1.969416667,406.57,1.217833333,427.12,1.925
SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,470.96,2.788083333,446.93,1.626916667,394.89,1.315333333,385.42,1.633583333,354.7,2.115166667,520.89,1.969416667,444.94,1.217833333,471.64,1.925
GTF,Great Falls International,Great Falls,MT,474.07,2.788083333,499.33,1.626916667,495.56,1.315333333,515.28,1.633583333,510.71,2.115166667,355.13,1.969416667,273.04,1.217833333,174.08,1.925
STX,Henry E. Rohlsen,Christiansted,VI,538.89,2.788083333,596.76,1.626916667,491.65,1.315333333,521.71,1.633583333,471.55,2.115166667,485.01,1.969416667,426.29,1.217833333,442.07,1.925
MGM,Montgomery Regional,Montgomery,AL,675.83,2.788083333,671.97,1.626916667,645.4,1.315333333,703.5,1.633583333,676.28,2.115166667,543.84,1.969416667,474.49,1.217833333,377.88,1.925
BRO,Brownsville South Padre Island International,Brownsville,TX,619.33,2.788083333,559.76,1.626916667,642.2,1.315333333,584.39,1.633583333,614.2,2.115166667,636.37,1.969416667,488.8,1.217833333,508.67,1.925
DLH,Duluth International,Duluth,MN,558.04,2.788083333,702.59,1.626916667,702.12,1.315333333,677.64,1.633583333,628.02,2.115166667,531.75,1.969416667,385.73,1.217833333,429.96,1.925
LRD,Laredo International,Laredo,TX,456.52,2.788083333,474.69,1.626916667,493.76,1.315333333,544.39,1.633583333,565.86,2.115166667,560.76,1.969416667,440.09,1.217833333,471.11,1.925
PSE,Mercedita,Ponce,PR,322.85,2.788083333,340.69,1.626916667,299.17,1.315333333,309.4,1.633583333,301.71,2.115166667,524.11,1.969416667,416.55,1.217833333,450.02,1.925
ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,792.55,2.788083333,841.34,1.626916667,798.8,1.315333333,141.17,1.633583333,155.14,2.115166667,295.25,1.969416667,240.29,1.217833333,308.33,1.925
SGU,St George Regional,St. George,UT,467.03,2.788083333,604.09,1.626916667,572.46,1.315333333,825.02,1.633583333,745.87,2.115166667,147.51,1.969416667,126.54,1.217833333,123.75,1.925
SCE,University Park,State College,PA,738.54,2.788083333,754.21,1.626916667,724.7,1.315333333,523.67,1.633583333,500.64,2.115166667,632.76,1.969416667,526.43,1.217833333,472.77,1.925
HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,288.21,2.788083333,276.29,1.626916667,256.58,1.315333333,726.09,1.633583333,683.28,2.115166667,457.02,1.969416667,390.42,1.217833333,437.07,1.925
RDD,Redding Regional,Redding,CA,622,2.788083333,624.05,1.626916667,570.71,1.315333333,290.64,1.633583333,292.74,2.115166667,552.12,1.969416667,440.02,1.217833333,485.06,1.925
GRK,Robert Gray AAF,Killeen,TX,595.46,2.788083333,615.6,1.626916667,610.22,1.315333333,567.26,1.633583333,565.71,2.115166667,280.75,1.969416667,200.58,1.217833333,225.79,1.925
HDN,Yampa Valley,Hayden,CO,742.07,2.788083333,722.05,1.626916667,709.6,1.315333333,602.16,1.633583333,528.7,2.115166667,564.31,1.969416667,533.38,1.217833333,436.21,1.925
EGE,Eagle County Regional,Eagle,CO,815.56,2.788083333,861.7,1.626916667,821.36,1.315333333,726.31,1.633583333,695.99,2.115166667,506.21,1.969416667,390.08,1.217833333,397.54,1.925
AEX,Alexandria International,Alexandria,LA,648.57,2.788083333,670.92,1.626916667,669.51,1.315333333,834.26,1.633583333,770.22,2.115166667,578.61,1.969416667,475.27,1.217833333,389.45,1.925
GFK,Grand Forks International,Grand Forks,ND,431.07,2.788083333,429.16,1.626916667,439.11,1.315333333,688.58,1.633583333,678.87,2.115166667,676.94,1.969416667,609.29,1.217833333,552.45,1.925
TOL,Eugene F Kranz Toledo Express,Toledo,OH,277.62,2.788083333,272.66,1.626916667,258.87,1.315333333,546.73,1.633583333,593.87,2.115166667,624.92,1.969416667,475.86,1.217833333,498.59,1.925
SCK,Stockton Metro,Stockton,CA,122.22,2.788083333,107.21,1.626916667,103.49,1.315333333,307.74,1.633583333,335.14,2.115166667,548.15,1.969416667,473.26,1.217833333,493.32,1.925
PBG,Plattsburgh International,Plattsburgh,NY,208.11,2.788083333,184.49,1.626916667,146.75,1.315333333,149.05,1.633583333,159.2,2.115166667,326.69,1.969416667,248.23,1.217833333,251.06,1.925
ORH,Worcester Regional,Worcester,MA,355.17,2.788083333,367.02,1.626916667,357.3,1.315333333,192.88,1.633583333,237.49,2.115166667,164.53,1.969416667,149.12,1.217833333,150.24,1.925
ELM,Elmira/Corning Regional,Elmira/Corning,NY,494.51,2.788083333,485.43,1.626916667,467.79,1.315333333,364.09,1.633583333,344.08,2.115166667,247.85,1.969416667,261,1.217833333,249.54,1.925
BET,Bethel Airport,Bethel,AK,574.7,2.788083333,522.04,1.626916667,499.31,1.315333333,541.04,1.633583333,529.53,2.115166667,360.17,1.969416667,367.72,1.217833333,273.54,1.925
YUM,Yuma MCAS/Yuma International,Yuma,AZ,566.01,2.788083333,683.59,1.626916667,596.9,1.315333333,470.97,1.633583333,441.65,2.115166667,487.01,1.969416667,383.64,1.217833333,385.35,1.925
SAF,Santa Fe Municipal,Santa Fe,NM,627.16,2.788083333,622.92,1.626916667,635.63,1.315333333,601.49,1.633583333,589.08,2.115166667,425.4,1.969416667,425.75,1.217833333,418.81,1.925
GUM,Guam International,Guam,TT,1907.23,2.788083333,1902.46,1.626916667,2009.52,1.315333333,556.48,1.633583333,554.57,2.115166667,544.64,1.969416667,472.92,1.217833333,450.94,1.925
MLU,Monroe Regional,Monroe,LA,637.7,2.788083333,668.42,1.626916667,694.21,1.315333333,2004.13,1.633583333,1647.08,2.115166667,531.48,1.969416667,428.6,1.217833333,480.44,1.925
KTN,Ketchikan International,Ketchikan,AK,612.8,2.788083333,570.29,1.626916667,558.97,1.315333333,721.73,1.633583333,691.95,2.115166667,1395.22,1.969416667,1540.46,1.217833333,1801.81,1.925
LNK,Lincoln Airport,Lincoln,NE,651.57,2.788083333,659.37,1.626916667,626.13,1.315333333,560.05,1.633583333,564.44,2.115166667,609.98,1.969416667,459.23,1.217833333,511.94,1.925
RST,Rochester International,Rochester,MN,565.11,2.788083333,614.12,1.626916667,557.33,1.315333333,626.02,1.633583333,597.78,2.115166667,548.3,1.969416667,512.67,1.217833333,503.4,1.925
ACK,Nantucket Memorial,Nantucket,MA,418.13,2.788083333,408.15,1.626916667,396.51,1.315333333,505.27,1.633583333,476.55,2.115166667,570.66,1.969416667,486.3,1.217833333,470.95,1.925
LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,664.65,2.788083333,651.49,1.626916667,635.74,1.315333333,390.21,1.633583333,383.54,2.115166667,467.59,1.969416667,398.25,1.217833333,373.67,1.925
SPI,Abraham Lincoln Capital,Springfield,IL,415.37,2.788083333,425.33,1.626916667,412.73,1.315333333,600.87,1.633583333,576.92,2.115166667,349.93,1.969416667,346.3,1.217833333,317.68,1.925
COU,Columbia Regional,Columbia,MO,592.91,2.788083333,607.85,1.626916667,621.55,1.315333333,437.69,1.633583333,481.54,2.115166667,564.08,1.969416667,439.6,1.217833333,477.37,1.925
PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,588.8,2.788083333,621.57,1.626916667,593.9,1.315333333,591.94,1.633583333,552.74,2.115166667,476.49,1.969416667,331.71,1.217833333,350.06,1.925
LAN,Capital Region International,Lansing,MI,548.6,2.788083333,607.64,1.626916667,587.45,1.315333333,589.07,1.633583333,563.78,2.115166667,537.81,1.969416667,438.48,1.217833333,446.03,1.925
CWA,Central Wisconsin,Mosinee,WI,667.75,2.788083333,699.55,1.626916667,705.45,1.315333333,528.64,1.633583333,562.99,2.115166667,554.33,1.969416667,454.95,1.217833333,464.65,1.925
MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,625.01,2.788083333,645.12,1.626916667,662.86,1.315333333,718.39,1.633583333,655.59,2.115166667,524.99,1.969416667,412.45,1.217833333,392.23,1.925
HLN,Helena Regional,Helena,MT,700.73,2.788083333,690.35,1.626916667,650.85,1.315333333,622.24,1.633583333,620.46,2.115166667,578.68,1.969416667,475.45,1.217833333,476.35,1.925
